epoch,tau_phase,tau_override_value,train_tau_mean,train_tau_std,train_tau_min,train_tau_max,train_tau_p10,train_tau_p50,train_tau_p90,val_tau_mean,val_tau_std,val_tau_min,val_tau_max,val_tau_p10,val_tau_p50,val_tau_p90
24,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
25,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
26,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
27,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
28,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
29,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
30,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
31,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
32,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
33,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
34,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
35,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
36,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
37,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
38,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
39,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
40,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
41,adaptive_tau,,0.0999755859375,0.0,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755933880806,7.450580596923828e-09,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375,0.0999755859375
