epoch,loss_mode,tau_phase,gap_01,gap_12,gap_23,s0,s1,s2,s3,tau_reference,train_loss,train_macro_f1,val_loss,val_macro_f1
1,adaptive_ucl_cda_v2,warmup_fixed_tau,1.1624528169631958,0.8601875305175781,0.8557902574539185,0.0,0.40384939312934875,0.7026883363723755,0.9999996423721313,0.25,0.5789455783225935,0.625677775767142,0.4662963241598843,0.6858762166358022
2,adaptive_ucl_cda_v2,warmup_fixed_tau,1.4760295152664185,0.6321614980697632,0.6347276568412781,0.0,0.5381235480308533,0.7685938477516174,0.9999996423721313,0.25,0.5346144278864589,0.6655462167951517,0.44952654458741514,0.7045343517338141
3,adaptive_ucl_cda_v2,warmup_fixed_tau,1.888938546180725,0.4238143563270569,0.4299503564834595,0.0,0.6887139081954956,0.8432382345199585,0.9999996423721313,0.25,0.513399783540518,0.6811312778363324,0.4364860357237615,0.7103294781523288
4,adaptive_ucl_cda_v2,adaptive_tau,1.368996262550354,0.5788706541061401,0.6975131034851074,0.0,0.5175043940544128,0.736327588558197,0.9999996423721313,0.0999755859375,0.41895163412196856,0.6965911412511678,0.3562926255926116,0.691402869075169
5,adaptive_ucl_cda_v2,adaptive_tau,1.245013952255249,0.5889687538146973,0.7957943081855774,0.0,0.4734293222427368,0.6973907351493835,0.9999996423721313,0.0999755859375,0.39229932511464477,0.7123412980771875,0.34751138852859054,0.7080481289974361
6,adaptive_ucl_cda_v2,adaptive_tau,1.2624961137771606,0.5940459966659546,0.7918187379837036,0.0,0.4767083525657654,0.701015293598175,0.9999996423721313,0.0999755859375,0.3789961554326537,0.7211015375847788,0.3566916239195215,0.6990622982969121
7,adaptive_ucl_cda_v2,adaptive_tau,1.2567367553710938,0.6029236316680908,0.803347647190094,0.0,0.4719235897064209,0.6983305215835571,0.9999996423721313,0.0999755859375,0.3679674114662513,0.7292752559245634,0.3450943310067625,0.7164541830281332
8,adaptive_ucl_cda_v2,adaptive_tau,1.2671431303024292,0.6034083962440491,0.8088706135749817,0.0,0.4729163944721222,0.6981173157691956,0.9999996423721313,0.0999755859375,0.35982502987549625,0.7336723942032292,0.34489843300056877,0.7135449469024806
9,adaptive_ucl_cda_v2,adaptive_tau,1.271519660949707,0.6090371608734131,0.8129505515098572,0.0,0.472068190574646,0.69818115234375,0.9999996423721313,0.0999755859375,0.35066308443558813,0.7392526538187335,0.3462799713164983,0.7281815028233658
10,adaptive_ucl_cda_v2,adaptive_tau,1.2743213176727295,0.6208441853523254,0.8114936351776123,0.0,0.4708095192909241,0.700186014175415,0.9999996423721313,0.0999755859375,0.34240775445375776,0.7466272850297506,0.3393987370110156,0.7113735699481798
11,adaptive_ucl_cda_v2,adaptive_tau,1.2804797887802124,0.625876247882843,0.8128752708435059,0.0,0.47089752554893494,0.7010640501976013,0.9999996423721313,0.0999755859375,0.33491882234102127,0.7519703983717272,0.33197026340341057,0.719836135733027
12,adaptive_ucl_cda_v2,adaptive_tau,1.2773123979568481,0.6364891529083252,0.8159558773040771,0.0,0.4679214060306549,0.7010882496833801,0.9999996423721313,0.0999755859375,0.3264358149416649,0.756791042285101,0.33092522191442375,0.7400425233391552
13,adaptive_ucl_cda_v2,adaptive_tau,1.2827616930007935,0.6427807807922363,0.8152174949645996,0.0,0.46803125739097595,0.7025576233863831,0.9999996423721313,0.0999755859375,0.31949815611630317,0.7619360053970117,0.3492089573258643,0.721506250111909
14,adaptive_ucl_cda_v2,adaptive_tau,1.2815873622894287,0.6516873240470886,0.8169975280761719,0.0,0.4659854769706726,0.7029391527175903,0.9999996423721313,0.0999755859375,0.3132087234706422,0.7658723596004977,0.34239299491891845,0.7153891821132602
15,adaptive_ucl_cda_v2,adaptive_tau,1.2879033088684082,0.6497774124145508,0.822491466999054,0.0,0.4666023850440979,0.7020142078399658,0.9999996423721313,0.0999755859375,0.3050545593856132,0.7705074704731443,0.34517014122178075,0.7222822785784504
16,adaptive_ucl_cda_v2,adaptive_tau,1.28438401222229,0.6599591374397278,0.8239495158195496,0.0,0.4639623463153839,0.7023615837097168,0.9999996423721313,0.0999755859375,0.2996781105411952,0.7750547317367906,0.3498489625491859,0.7228361913263375
17,adaptive_ucl_cda_v2,adaptive_tau,1.286444067955017,0.6705028414726257,0.8193700313568115,0.0,0.4633634090423584,0.7048713564872742,0.9999996423721313,0.0999755859375,0.29148139199003326,0.7809992381388243,0.3375567019220957,0.7431859282837204
18,adaptive_ucl_cda_v2,adaptive_tau,1.285284399986267,0.6764895915985107,0.821338415145874,0.0,0.46181535720825195,0.7048847079277039,0.9999996423721313,0.0999755859375,0.2825648355953854,0.786460628135405,0.35226874218179655,0.7116778150838117
19,adaptive_ucl_cda_v2,adaptive_tau,1.2862751483917236,0.6786913275718689,0.8249022960662842,0.0,0.4610520303249359,0.7043219804763794,0.9999996423721313,0.0999755859375,0.27555261395016184,0.7929866616279119,0.37339791634703745,0.7079608404994279
