epoch,loss_mode,tau_phase,gap_01,gap_12,gap_23,s0,s1,s2,s3,tau_reference,train_loss,train_macro_f1,val_loss,val_macro_f1
1,adaptive_ucl_cda_v3,warmup_fixed_tau,1.1624802350997925,0.8562987446784973,0.8570684194564819,0.0,0.40422168374061584,0.7019768953323364,0.9999996423721313,0.2199707180261612,0.5644630380415695,0.6283383158234975,0.45835731339487856,0.6717811917342618
2,adaptive_ucl_cda_v3,adaptive_tau,1.3560166358947754,0.6577312350273132,0.8054109215736389,0.0,0.48100027441978455,0.7143078446388245,0.9999996423721313,0.1199951246380806,0.46340182515221917,0.6664319444456045,0.3705106457827151,0.7049092306187532
3,adaptive_ucl_cda_v3,adaptive_tau,1.4369252920150757,0.5599545836448669,0.8330013751983643,0.0,0.5077685713768005,0.7056406140327454,0.9999996423721313,0.1199951246380806,0.4458872266396081,0.6804486839700976,0.3725620863015937,0.722198413791318
4,adaptive_ucl_cda_v3,adaptive_tau,1.4492733478546143,0.556562066078186,0.8329735994338989,0.0,0.510521411895752,0.7065761685371399,0.9999996423721313,0.1199951246380806,0.42194946940954753,0.6985298237023154,0.3714973342476781,0.6885383630973002
5,adaptive_ucl_cda_v3,adaptive_tau,1.4422492980957031,0.566727876663208,0.8357096910476685,0.0,0.5069974064826965,0.7062206268310547,0.9999996423721313,0.1199951246380806,0.4047045386677652,0.7087834934212404,0.358769218378191,0.7164429411562314
6,adaptive_ucl_cda_v3,adaptive_tau,1.4542196989059448,0.5796275734901428,0.8194324970245361,0.0,0.509665846824646,0.7128101587295532,0.9999996423721313,0.1199951246380806,0.3912975957754677,0.7183348341186445,0.3546685712024251,0.7149063762578967
7,adaptive_ucl_cda_v3,adaptive_tau,1.4429646730422974,0.587688684463501,0.8268955945968628,0.0,0.5049657225608826,0.7106274962425232,0.9999996423721313,0.1199951246380806,0.3814854034819149,0.726676290094902,0.3559661199571694,0.7171943498984937
8,adaptive_ucl_cda_v3,adaptive_tau,1.4432820081710815,0.5892034769058228,0.8301722407341003,0.0,0.5041754245758057,0.7099992632865906,0.9999996423721313,0.1199951246380806,0.37269721306796055,0.7338589324804499,0.3536557465000294,0.7188062821931409
9,adaptive_ucl_cda_v3,adaptive_tau,1.4463436603546143,0.5936095118522644,0.8284847736358643,0.0,0.5042267441749573,0.7111719250679016,0.9999996423721313,0.1199951246380806,0.36335776136333775,0.7390234538648126,0.35448159005925295,0.7229966819933085
10,adaptive_ucl_cda_v3,adaptive_tau,1.4490973949432373,0.6029375791549683,0.822536289691925,0.0,0.5041088461875916,0.7138574719429016,0.9999996423721313,0.1199951246380806,0.35610129240908833,0.7458368997967663,0.34760954223082036,0.7116729811626576
