image_id,pred_instance_count,gt_instance_count,tp,fp,fn,object_precision,object_recall,object_f1,mean_matched_iou,merge_count,split_count,count_error,density_bucket,prediction_status,pred_file,gt_file
hurricane-harvey_00000155,35,35,27,8,8,0.771429,0.771429,0.771429,0.812345,2,2,0,medium,present,hurricane-harvey_00000155_pre_disaster.png,hurricane-harvey_00000155_pre_disaster_target.png
hurricane-harvey_00000161,1,2,1,0,1,1.0,0.5,0.666667,0.883552,0,0,-1,sparse,present,hurricane-harvey_00000161_pre_disaster.png,hurricane-harvey_00000161_pre_disaster_target.png
hurricane-harvey_00000162,14,15,11,3,4,0.785714,0.733333,0.758621,0.852162,1,0,-1,medium,present,hurricane-harvey_00000162_pre_disaster.png,hurricane-harvey_00000162_pre_disaster_target.png
hurricane-harvey_00000163,152,144,110,42,34,0.723684,0.763889,0.743243,0.765728,14,12,8,dense,present,hurricane-harvey_00000163_pre_disaster.png,hurricane-harvey_00000163_pre_disaster_target.png
hurricane-harvey_00000164,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-harvey_00000164_pre_disaster.png,hurricane-harvey_00000164_pre_disaster_target.png
hurricane-harvey_00000166,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-harvey_00000166_pre_disaster.png,hurricane-harvey_00000166_pre_disaster_target.png
hurricane-harvey_00000173,77,90,53,24,37,0.688312,0.588889,0.634731,0.833966,8,3,-13,dense,present,hurricane-harvey_00000173_pre_disaster.png,hurricane-harvey_00000173_pre_disaster_target.png
hurricane-harvey_00000179,234,242,204,30,38,0.871795,0.842975,0.857143,0.824489,15,7,-8,dense,present,hurricane-harvey_00000179_pre_disaster.png,hurricane-harvey_00000179_pre_disaster_target.png
hurricane-harvey_00000182,5,3,2,3,1,0.4,0.666667,0.5,0.804395,0,0,2,sparse,present,hurricane-harvey_00000182_pre_disaster.png,hurricane-harvey_00000182_pre_disaster_target.png
hurricane-harvey_00000185,3,4,2,1,2,0.666667,0.5,0.571429,0.874092,1,0,-1,sparse,present,hurricane-harvey_00000185_pre_disaster.png,hurricane-harvey_00000185_pre_disaster_target.png
hurricane-harvey_00000186,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-harvey_00000186_pre_disaster.png,hurricane-harvey_00000186_pre_disaster_target.png
hurricane-harvey_00000191,197,154,138,59,16,0.700508,0.896104,0.786325,0.731742,5,35,43,dense,present,hurricane-harvey_00000191_pre_disaster.png,hurricane-harvey_00000191_pre_disaster_target.png
hurricane-harvey_00000192,10,11,9,1,2,0.9,0.818182,0.857143,0.787512,0,0,-1,medium,present,hurricane-harvey_00000192_pre_disaster.png,hurricane-harvey_00000192_pre_disaster_target.png
hurricane-harvey_00000202,96,89,65,31,24,0.677083,0.730337,0.702703,0.7647,7,11,7,dense,present,hurricane-harvey_00000202_pre_disaster.png,hurricane-harvey_00000202_pre_disaster_target.png
hurricane-harvey_00000211,5,2,2,3,0,0.4,1.0,0.571429,0.895185,0,0,3,sparse,present,hurricane-harvey_00000211_pre_disaster.png,hurricane-harvey_00000211_pre_disaster_target.png
hurricane-harvey_00000223,149,198,122,27,76,0.818792,0.616162,0.70317,0.792937,38,0,-49,dense,present,hurricane-harvey_00000223_pre_disaster.png,hurricane-harvey_00000223_pre_disaster_target.png
hurricane-harvey_00000225,39,45,32,7,13,0.820513,0.711111,0.761905,0.793741,0,0,-6,dense,present,hurricane-harvey_00000225_pre_disaster.png,hurricane-harvey_00000225_pre_disaster_target.png
hurricane-harvey_00000227,3,3,1,2,2,0.333333,0.333333,0.333333,0.806283,0,0,0,sparse,present,hurricane-harvey_00000227_pre_disaster.png,hurricane-harvey_00000227_pre_disaster_target.png
hurricane-harvey_00000230,14,14,12,2,2,0.857143,0.857143,0.857143,0.747344,1,1,0,medium,present,hurricane-harvey_00000230_pre_disaster.png,hurricane-harvey_00000230_pre_disaster_target.png
hurricane-harvey_00000246,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-harvey_00000246_pre_disaster.png,hurricane-harvey_00000246_pre_disaster_target.png
hurricane-harvey_00000250,129,121,95,34,26,0.736434,0.785124,0.76,0.760892,10,8,8,dense,present,hurricane-harvey_00000250_pre_disaster.png,hurricane-harvey_00000250_pre_disaster_target.png
hurricane-harvey_00000252,57,54,42,15,12,0.736842,0.777778,0.756757,0.795635,3,7,3,dense,present,hurricane-harvey_00000252_pre_disaster.png,hurricane-harvey_00000252_pre_disaster_target.png
hurricane-harvey_00000254,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-harvey_00000254_pre_disaster.png,hurricane-harvey_00000254_pre_disaster_target.png
hurricane-harvey_00000259,0,1,0,0,1,0.0,0.0,0.0,,0,0,-1,sparse,present,hurricane-harvey_00000259_pre_disaster.png,hurricane-harvey_00000259_pre_disaster_target.png
hurricane-harvey_00000276,6,7,6,0,1,1.0,0.857143,0.923077,0.787944,0,0,-1,medium,present,hurricane-harvey_00000276_pre_disaster.png,hurricane-harvey_00000276_pre_disaster_target.png
hurricane-harvey_00000283,1,2,1,0,1,1.0,0.5,0.666667,0.532258,0,0,-1,sparse,present,hurricane-harvey_00000283_pre_disaster.png,hurricane-harvey_00000283_pre_disaster_target.png
hurricane-harvey_00000287,50,46,37,13,9,0.74,0.804348,0.770833,0.783884,4,5,4,dense,present,hurricane-harvey_00000287_pre_disaster.png,hurricane-harvey_00000287_pre_disaster_target.png
hurricane-harvey_00000294,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-harvey_00000294_pre_disaster.png,hurricane-harvey_00000294_pre_disaster_target.png
hurricane-harvey_00000297,105,93,81,24,12,0.771429,0.870968,0.818182,0.784568,6,16,12,dense,present,hurricane-harvey_00000297_pre_disaster.png,hurricane-harvey_00000297_pre_disaster_target.png
hurricane-harvey_00000298,1,1,1,0,0,1.0,1.0,1.0,0.793651,0,0,0,sparse,present,hurricane-harvey_00000298_pre_disaster.png,hurricane-harvey_00000298_pre_disaster_target.png
hurricane-harvey_00000301,7,7,7,0,0,1.0,1.0,1.0,0.830568,0,0,0,medium,present,hurricane-harvey_00000301_pre_disaster.png,hurricane-harvey_00000301_pre_disaster_target.png
hurricane-harvey_00000303,16,15,14,2,1,0.875,0.933333,0.903226,0.820822,0,0,1,medium,present,hurricane-harvey_00000303_pre_disaster.png,hurricane-harvey_00000303_pre_disaster_target.png
hurricane-harvey_00000304,13,13,9,4,4,0.692308,0.692308,0.692308,0.743601,1,0,0,medium,present,hurricane-harvey_00000304_pre_disaster.png,hurricane-harvey_00000304_pre_disaster_target.png
hurricane-harvey_00000305,12,7,7,5,0,0.583333,1.0,0.736842,0.714454,0,0,5,medium,present,hurricane-harvey_00000305_pre_disaster.png,hurricane-harvey_00000305_pre_disaster_target.png
hurricane-harvey_00000308,6,5,4,2,1,0.666667,0.8,0.727273,0.759846,0,0,1,medium,present,hurricane-harvey_00000308_pre_disaster.png,hurricane-harvey_00000308_pre_disaster_target.png
hurricane-harvey_00000310,0,7,0,0,7,0.0,0.0,0.0,,0,0,-7,medium,present,hurricane-harvey_00000310_pre_disaster.png,hurricane-harvey_00000310_pre_disaster_target.png
hurricane-harvey_00000314,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-harvey_00000314_pre_disaster.png,hurricane-harvey_00000314_pre_disaster_target.png
hurricane-harvey_00000324,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-harvey_00000324_pre_disaster.png,hurricane-harvey_00000324_pre_disaster_target.png
hurricane-harvey_00000326,5,5,5,0,0,1.0,1.0,1.0,0.891062,0,0,0,medium,present,hurricane-harvey_00000326_pre_disaster.png,hurricane-harvey_00000326_pre_disaster_target.png
hurricane-harvey_00000328,42,44,38,4,6,0.904762,0.863636,0.883721,0.846649,1,1,-2,dense,present,hurricane-harvey_00000328_pre_disaster.png,hurricane-harvey_00000328_pre_disaster_target.png
hurricane-harvey_00000331,5,8,5,0,3,1.0,0.625,0.769231,0.721393,1,0,-3,medium,present,hurricane-harvey_00000331_pre_disaster.png,hurricane-harvey_00000331_pre_disaster_target.png
hurricane-harvey_00000339,3,8,3,0,5,1.0,0.375,0.545455,0.813575,0,0,-5,medium,present,hurricane-harvey_00000339_pre_disaster.png,hurricane-harvey_00000339_pre_disaster_target.png
hurricane-harvey_00000340,121,103,89,32,14,0.735537,0.864078,0.794643,0.729568,6,21,18,dense,present,hurricane-harvey_00000340_pre_disaster.png,hurricane-harvey_00000340_pre_disaster_target.png
hurricane-harvey_00000341,4,4,4,0,0,1.0,1.0,1.0,0.635328,0,0,0,sparse,present,hurricane-harvey_00000341_pre_disaster.png,hurricane-harvey_00000341_pre_disaster_target.png
hurricane-harvey_00000342,0,2,0,0,2,0.0,0.0,0.0,,0,0,-2,sparse,present,hurricane-harvey_00000342_pre_disaster.png,hurricane-harvey_00000342_pre_disaster_target.png
hurricane-harvey_00000353,103,86,65,38,21,0.631068,0.755814,0.687831,0.746199,3,9,17,dense,present,hurricane-harvey_00000353_pre_disaster.png,hurricane-harvey_00000353_pre_disaster_target.png
hurricane-harvey_00000355,123,138,95,28,43,0.772358,0.688406,0.727969,0.796171,14,3,-15,dense,present,hurricane-harvey_00000355_pre_disaster.png,hurricane-harvey_00000355_pre_disaster_target.png
hurricane-harvey_00000360,237,171,115,122,56,0.485232,0.672515,0.563725,0.709556,7,42,66,dense,present,hurricane-harvey_00000360_pre_disaster.png,hurricane-harvey_00000360_pre_disaster_target.png
hurricane-harvey_00000364,134,141,106,28,35,0.791045,0.751773,0.770909,0.754725,10,4,-7,dense,present,hurricane-harvey_00000364_pre_disaster.png,hurricane-harvey_00000364_pre_disaster_target.png
hurricane-harvey_00000368,33,41,30,3,11,0.909091,0.731707,0.810811,0.855941,1,1,-8,dense,present,hurricane-harvey_00000368_pre_disaster.png,hurricane-harvey_00000368_pre_disaster_target.png
hurricane-harvey_00000370,26,26,23,3,3,0.884615,0.884615,0.884615,0.909172,1,1,0,medium,present,hurricane-harvey_00000370_pre_disaster.png,hurricane-harvey_00000370_pre_disaster_target.png
hurricane-harvey_00000377,54,56,35,19,21,0.648148,0.625,0.636364,0.785315,7,5,-2,dense,present,hurricane-harvey_00000377_pre_disaster.png,hurricane-harvey_00000377_pre_disaster_target.png
hurricane-harvey_00000378,164,163,94,70,69,0.573171,0.576687,0.574924,0.728003,12,5,1,dense,present,hurricane-harvey_00000378_pre_disaster.png,hurricane-harvey_00000378_pre_disaster_target.png
hurricane-harvey_00000390,104,101,85,19,16,0.817308,0.841584,0.829268,0.841066,10,3,3,dense,present,hurricane-harvey_00000390_pre_disaster.png,hurricane-harvey_00000390_pre_disaster_target.png
hurricane-harvey_00000394,154,150,108,46,42,0.701299,0.72,0.710526,0.740403,11,9,4,dense,present,hurricane-harvey_00000394_pre_disaster.png,hurricane-harvey_00000394_pre_disaster_target.png
hurricane-harvey_00000407,42,34,27,15,7,0.642857,0.794118,0.710526,0.861348,0,1,8,medium,present,hurricane-harvey_00000407_pre_disaster.png,hurricane-harvey_00000407_pre_disaster_target.png
hurricane-harvey_00000415,198,175,138,60,37,0.69697,0.788571,0.739946,0.727681,8,20,23,dense,present,hurricane-harvey_00000415_pre_disaster.png,hurricane-harvey_00000415_pre_disaster_target.png
hurricane-harvey_00000416,85,75,48,37,27,0.564706,0.64,0.6,0.760666,4,4,10,dense,present,hurricane-harvey_00000416_pre_disaster.png,hurricane-harvey_00000416_pre_disaster_target.png
hurricane-harvey_00000420,41,40,35,6,5,0.853659,0.875,0.864198,0.821842,4,2,1,dense,present,hurricane-harvey_00000420_pre_disaster.png,hurricane-harvey_00000420_pre_disaster_target.png
hurricane-harvey_00000424,140,117,87,53,30,0.621429,0.74359,0.677043,0.777736,4,12,23,dense,present,hurricane-harvey_00000424_pre_disaster.png,hurricane-harvey_00000424_pre_disaster_target.png
hurricane-harvey_00000428,41,34,31,10,3,0.756098,0.911765,0.826667,0.879789,0,4,7,medium,present,hurricane-harvey_00000428_pre_disaster.png,hurricane-harvey_00000428_pre_disaster_target.png
hurricane-harvey_00000441,95,77,62,33,15,0.652632,0.805195,0.72093,0.866974,5,5,18,dense,present,hurricane-harvey_00000441_pre_disaster.png,hurricane-harvey_00000441_pre_disaster_target.png
hurricane-harvey_00000445,143,124,71,72,53,0.496503,0.572581,0.531835,0.69375,3,17,19,dense,present,hurricane-harvey_00000445_pre_disaster.png,hurricane-harvey_00000445_pre_disaster_target.png
hurricane-harvey_00000453,114,112,91,23,21,0.798246,0.8125,0.80531,0.814051,9,6,2,dense,present,hurricane-harvey_00000453_pre_disaster.png,hurricane-harvey_00000453_pre_disaster_target.png
hurricane-harvey_00000456,78,146,45,33,101,0.576923,0.308219,0.401786,0.787201,34,2,-68,dense,present,hurricane-harvey_00000456_pre_disaster.png,hurricane-harvey_00000456_pre_disaster_target.png
hurricane-harvey_00000458,65,76,40,25,36,0.615385,0.526316,0.567376,0.764069,6,9,-11,dense,present,hurricane-harvey_00000458_pre_disaster.png,hurricane-harvey_00000458_pre_disaster_target.png
hurricane-harvey_00000460,129,109,79,50,30,0.612403,0.724771,0.663866,0.720047,9,13,20,dense,present,hurricane-harvey_00000460_pre_disaster.png,hurricane-harvey_00000460_pre_disaster_target.png
hurricane-harvey_00000464,10,11,9,1,2,0.9,0.818182,0.857143,0.827341,1,0,-1,medium,present,hurricane-harvey_00000464_pre_disaster.png,hurricane-harvey_00000464_pre_disaster_target.png
hurricane-harvey_00000465,172,177,124,48,53,0.72093,0.700565,0.710602,0.742496,31,24,-5,dense,present,hurricane-harvey_00000465_pre_disaster.png,hurricane-harvey_00000465_pre_disaster_target.png
hurricane-harvey_00000466,12,12,10,2,2,0.833333,0.833333,0.833333,0.820987,0,1,0,medium,present,hurricane-harvey_00000466_pre_disaster.png,hurricane-harvey_00000466_pre_disaster_target.png
hurricane-harvey_00000468,76,87,64,12,23,0.842105,0.735632,0.785276,0.761906,10,3,-11,dense,present,hurricane-harvey_00000468_pre_disaster.png,hurricane-harvey_00000468_pre_disaster_target.png
hurricane-harvey_00000476,206,227,167,39,60,0.81068,0.735683,0.771363,0.7982,30,10,-21,dense,present,hurricane-harvey_00000476_pre_disaster.png,hurricane-harvey_00000476_pre_disaster_target.png
hurricane-harvey_00000479,206,223,162,44,61,0.786408,0.726457,0.755245,0.778787,30,8,-17,dense,present,hurricane-harvey_00000479_pre_disaster.png,hurricane-harvey_00000479_pre_disaster_target.png
hurricane-harvey_00000483,130,116,94,36,22,0.723077,0.810345,0.764228,0.811268,6,10,14,dense,present,hurricane-harvey_00000483_pre_disaster.png,hurricane-harvey_00000483_pre_disaster_target.png
hurricane-harvey_00000485,47,45,36,11,9,0.765957,0.8,0.782609,0.777113,3,0,2,dense,present,hurricane-harvey_00000485_pre_disaster.png,hurricane-harvey_00000485_pre_disaster_target.png
hurricane-harvey_00000498,12,10,10,2,0,0.833333,1.0,0.909091,0.706629,0,0,2,medium,present,hurricane-harvey_00000498_pre_disaster.png,hurricane-harvey_00000498_pre_disaster_target.png
hurricane-harvey_00000504,10,13,5,5,8,0.5,0.384615,0.434783,0.73936,1,1,-3,medium,present,hurricane-harvey_00000504_pre_disaster.png,hurricane-harvey_00000504_pre_disaster_target.png
hurricane-harvey_00000510,77,65,57,20,8,0.74026,0.876923,0.802817,0.756892,3,12,12,dense,present,hurricane-harvey_00000510_pre_disaster.png,hurricane-harvey_00000510_pre_disaster_target.png
hurricane-harvey_00000516,19,21,18,1,3,0.947368,0.857143,0.9,0.80892,2,0,-2,medium,present,hurricane-harvey_00000516_pre_disaster.png,hurricane-harvey_00000516_pre_disaster_target.png
hurricane-matthew_00000010,69,56,44,25,12,0.637681,0.785714,0.704,0.725981,4,3,13,dense,present,hurricane-matthew_00000010_pre_disaster.png,hurricane-matthew_00000010_pre_disaster_target.png
hurricane-matthew_00000011,57,54,35,22,19,0.614035,0.648148,0.630631,0.751236,3,4,3,dense,present,hurricane-matthew_00000011_pre_disaster.png,hurricane-matthew_00000011_pre_disaster_target.png
hurricane-matthew_00000018,21,25,18,3,7,0.857143,0.72,0.782609,0.716812,0,0,-4,medium,present,hurricane-matthew_00000018_pre_disaster.png,hurricane-matthew_00000018_pre_disaster_target.png
hurricane-matthew_00000019,14,14,11,3,3,0.785714,0.785714,0.785714,0.724344,0,0,0,medium,present,hurricane-matthew_00000019_pre_disaster.png,hurricane-matthew_00000019_pre_disaster_target.png
hurricane-matthew_00000022,20,45,16,4,29,0.8,0.355556,0.492308,0.723575,2,0,-25,dense,present,hurricane-matthew_00000022_pre_disaster.png,hurricane-matthew_00000022_pre_disaster_target.png
hurricane-matthew_00000027,263,278,165,98,113,0.627376,0.593525,0.609982,0.73653,38,8,-15,dense,present,hurricane-matthew_00000027_pre_disaster.png,hurricane-matthew_00000027_pre_disaster_target.png
hurricane-matthew_00000028,41,91,27,14,64,0.658537,0.296703,0.409091,0.740343,5,3,-50,dense,present,hurricane-matthew_00000028_pre_disaster.png,hurricane-matthew_00000028_pre_disaster_target.png
hurricane-matthew_00000029,55,63,40,15,23,0.727273,0.634921,0.677966,0.698579,4,1,-8,dense,present,hurricane-matthew_00000029_pre_disaster.png,hurricane-matthew_00000029_pre_disaster_target.png
hurricane-matthew_00000033,43,40,27,16,13,0.627907,0.675,0.650602,0.716773,1,1,3,dense,present,hurricane-matthew_00000033_pre_disaster.png,hurricane-matthew_00000033_pre_disaster_target.png
hurricane-matthew_00000037,208,244,123,85,121,0.591346,0.504098,0.544248,0.746374,29,17,-36,dense,present,hurricane-matthew_00000037_pre_disaster.png,hurricane-matthew_00000037_pre_disaster_target.png
hurricane-matthew_00000042,27,44,21,6,23,0.777778,0.477273,0.591549,0.786113,3,0,-17,dense,present,hurricane-matthew_00000042_pre_disaster.png,hurricane-matthew_00000042_pre_disaster_target.png
hurricane-matthew_00000057,38,38,22,16,16,0.578947,0.578947,0.578947,0.706004,2,1,0,dense,present,hurricane-matthew_00000057_pre_disaster.png,hurricane-matthew_00000057_pre_disaster_target.png
hurricane-matthew_00000076,9,7,5,4,2,0.555556,0.714286,0.625,0.740012,0,0,2,medium,present,hurricane-matthew_00000076_pre_disaster.png,hurricane-matthew_00000076_pre_disaster_target.png
hurricane-matthew_00000096,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-matthew_00000096_pre_disaster.png,hurricane-matthew_00000096_pre_disaster_target.png
hurricane-matthew_00000101,15,18,13,2,5,0.866667,0.722222,0.787879,0.643467,0,1,-3,medium,present,hurricane-matthew_00000101_pre_disaster.png,hurricane-matthew_00000101_pre_disaster_target.png
hurricane-matthew_00000105,69,77,46,23,31,0.666667,0.597403,0.630137,0.755997,10,8,-8,dense,present,hurricane-matthew_00000105_pre_disaster.png,hurricane-matthew_00000105_pre_disaster_target.png
hurricane-matthew_00000108,76,91,50,26,41,0.657895,0.549451,0.598802,0.75022,14,2,-15,dense,present,hurricane-matthew_00000108_pre_disaster.png,hurricane-matthew_00000108_pre_disaster_target.png
hurricane-matthew_00000111,17,18,17,0,1,1.0,0.944444,0.971429,0.776372,0,0,-1,medium,present,hurricane-matthew_00000111_pre_disaster.png,hurricane-matthew_00000111_pre_disaster_target.png
hurricane-matthew_00000112,22,30,15,7,15,0.681818,0.5,0.576923,0.72278,0,0,-8,medium,present,hurricane-matthew_00000112_pre_disaster.png,hurricane-matthew_00000112_pre_disaster_target.png
hurricane-matthew_00000113,15,15,12,3,3,0.8,0.8,0.8,0.738351,1,0,0,medium,present,hurricane-matthew_00000113_pre_disaster.png,hurricane-matthew_00000113_pre_disaster_target.png
hurricane-matthew_00000114,25,27,23,2,4,0.92,0.851852,0.884615,0.760221,0,0,-2,medium,present,hurricane-matthew_00000114_pre_disaster.png,hurricane-matthew_00000114_pre_disaster_target.png
hurricane-matthew_00000115,2,3,2,0,1,1.0,0.666667,0.8,0.750817,0,0,-1,sparse,present,hurricane-matthew_00000115_pre_disaster.png,hurricane-matthew_00000115_pre_disaster_target.png
hurricane-matthew_00000118,30,33,27,3,6,0.9,0.818182,0.857143,0.750787,0,1,-3,medium,present,hurricane-matthew_00000118_pre_disaster.png,hurricane-matthew_00000118_pre_disaster_target.png
hurricane-matthew_00000121,6,1,1,5,0,0.166667,1.0,0.285714,0.848485,0,0,5,sparse,present,hurricane-matthew_00000121_pre_disaster.png,hurricane-matthew_00000121_pre_disaster_target.png
hurricane-matthew_00000122,8,11,7,1,4,0.875,0.636364,0.736842,0.729274,0,0,-3,medium,present,hurricane-matthew_00000122_pre_disaster.png,hurricane-matthew_00000122_pre_disaster_target.png
hurricane-matthew_00000135,22,22,15,7,7,0.681818,0.681818,0.681818,0.726705,0,0,0,medium,present,hurricane-matthew_00000135_pre_disaster.png,hurricane-matthew_00000135_pre_disaster_target.png
hurricane-matthew_00000146,1,4,1,0,3,1.0,0.25,0.4,0.84375,0,0,-3,sparse,present,hurricane-matthew_00000146_pre_disaster.png,hurricane-matthew_00000146_pre_disaster_target.png
hurricane-matthew_00000147,1,4,0,1,4,0.0,0.0,0.0,,0,0,-3,sparse,present,hurricane-matthew_00000147_pre_disaster.png,hurricane-matthew_00000147_pre_disaster_target.png
hurricane-matthew_00000150,24,41,21,3,20,0.875,0.512195,0.646154,0.731681,2,0,-17,dense,present,hurricane-matthew_00000150_pre_disaster.png,hurricane-matthew_00000150_pre_disaster_target.png
hurricane-matthew_00000160,21,26,18,3,8,0.857143,0.692308,0.765957,0.744985,0,0,-5,medium,present,hurricane-matthew_00000160_pre_disaster.png,hurricane-matthew_00000160_pre_disaster_target.png
hurricane-matthew_00000163,4,5,4,0,1,1.0,0.8,0.888889,0.734694,0,0,-1,medium,present,hurricane-matthew_00000163_pre_disaster.png,hurricane-matthew_00000163_pre_disaster_target.png
hurricane-matthew_00000165,5,7,4,1,3,0.8,0.571429,0.666667,0.735888,0,0,-2,medium,present,hurricane-matthew_00000165_pre_disaster.png,hurricane-matthew_00000165_pre_disaster_target.png
hurricane-matthew_00000177,4,5,4,0,1,1.0,0.8,0.888889,0.776701,0,0,-1,medium,present,hurricane-matthew_00000177_pre_disaster.png,hurricane-matthew_00000177_pre_disaster_target.png
hurricane-matthew_00000183,4,5,4,0,1,1.0,0.8,0.888889,0.724282,0,0,-1,medium,present,hurricane-matthew_00000183_pre_disaster.png,hurricane-matthew_00000183_pre_disaster_target.png
hurricane-matthew_00000184,20,37,19,1,18,0.95,0.513514,0.666667,0.76935,0,0,-17,dense,present,hurricane-matthew_00000184_pre_disaster.png,hurricane-matthew_00000184_pre_disaster_target.png
hurricane-matthew_00000189,20,27,18,2,9,0.9,0.666667,0.765957,0.732958,1,0,-7,medium,present,hurricane-matthew_00000189_pre_disaster.png,hurricane-matthew_00000189_pre_disaster_target.png
hurricane-matthew_00000210,18,21,13,5,8,0.722222,0.619048,0.666667,0.750845,0,0,-3,medium,present,hurricane-matthew_00000210_pre_disaster.png,hurricane-matthew_00000210_pre_disaster_target.png
hurricane-matthew_00000225,17,26,17,0,9,1.0,0.653846,0.790698,0.783626,0,0,-9,medium,present,hurricane-matthew_00000225_pre_disaster.png,hurricane-matthew_00000225_pre_disaster_target.png
hurricane-matthew_00000227,8,7,7,1,0,0.875,1.0,0.933333,0.764318,0,0,1,medium,present,hurricane-matthew_00000227_pre_disaster.png,hurricane-matthew_00000227_pre_disaster_target.png
hurricane-matthew_00000236,38,44,31,7,13,0.815789,0.704545,0.756098,0.741243,1,0,-6,dense,present,hurricane-matthew_00000236_pre_disaster.png,hurricane-matthew_00000236_pre_disaster_target.png
hurricane-matthew_00000257,21,28,20,1,8,0.952381,0.714286,0.816327,0.74144,0,0,-7,medium,present,hurricane-matthew_00000257_pre_disaster.png,hurricane-matthew_00000257_pre_disaster_target.png
hurricane-matthew_00000262,12,14,10,2,4,0.833333,0.714286,0.769231,0.686867,0,0,-2,medium,present,hurricane-matthew_00000262_pre_disaster.png,hurricane-matthew_00000262_pre_disaster_target.png
hurricane-matthew_00000267,19,27,18,1,9,0.947368,0.666667,0.782609,0.756295,0,0,-8,medium,present,hurricane-matthew_00000267_pre_disaster.png,hurricane-matthew_00000267_pre_disaster_target.png
hurricane-matthew_00000270,0,4,0,0,4,0.0,0.0,0.0,,0,0,-4,sparse,present,hurricane-matthew_00000270_pre_disaster.png,hurricane-matthew_00000270_pre_disaster_target.png
hurricane-matthew_00000272,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-matthew_00000272_pre_disaster.png,hurricane-matthew_00000272_pre_disaster_target.png
hurricane-matthew_00000273,77,76,54,23,22,0.701299,0.710526,0.705882,0.729747,3,0,1,dense,present,hurricane-matthew_00000273_pre_disaster.png,hurricane-matthew_00000273_pre_disaster_target.png
hurricane-matthew_00000274,26,34,23,3,11,0.884615,0.676471,0.766667,0.757506,0,0,-8,medium,present,hurricane-matthew_00000274_pre_disaster.png,hurricane-matthew_00000274_pre_disaster_target.png
hurricane-matthew_00000277,83,94,59,24,35,0.710843,0.62766,0.666667,0.71903,2,3,-11,dense,present,hurricane-matthew_00000277_pre_disaster.png,hurricane-matthew_00000277_pre_disaster_target.png
hurricane-matthew_00000286,234,233,121,113,112,0.517094,0.519313,0.518201,0.70195,12,15,1,dense,present,hurricane-matthew_00000286_pre_disaster.png,hurricane-matthew_00000286_pre_disaster_target.png
hurricane-matthew_00000291,44,48,25,19,23,0.568182,0.520833,0.543478,0.646146,0,0,-4,dense,present,hurricane-matthew_00000291_pre_disaster.png,hurricane-matthew_00000291_pre_disaster_target.png
hurricane-matthew_00000297,130,157,102,28,55,0.784615,0.649682,0.710801,0.749298,15,3,-27,dense,present,hurricane-matthew_00000297_pre_disaster.png,hurricane-matthew_00000297_pre_disaster_target.png
hurricane-matthew_00000298,16,15,13,3,2,0.8125,0.866667,0.83871,0.775467,0,0,1,medium,present,hurricane-matthew_00000298_pre_disaster.png,hurricane-matthew_00000298_pre_disaster_target.png
hurricane-matthew_00000304,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-matthew_00000304_pre_disaster.png,hurricane-matthew_00000304_pre_disaster_target.png
hurricane-matthew_00000317,16,19,14,2,5,0.875,0.736842,0.8,0.769069,0,0,-3,medium,present,hurricane-matthew_00000317_pre_disaster.png,hurricane-matthew_00000317_pre_disaster_target.png
hurricane-matthew_00000318,30,44,28,2,16,0.933333,0.636364,0.756757,0.759491,0,0,-14,dense,present,hurricane-matthew_00000318_pre_disaster.png,hurricane-matthew_00000318_pre_disaster_target.png
hurricane-matthew_00000320,15,15,12,3,3,0.8,0.8,0.8,0.698452,1,0,0,medium,present,hurricane-matthew_00000320_pre_disaster.png,hurricane-matthew_00000320_pre_disaster_target.png
hurricane-matthew_00000324,16,15,14,2,1,0.875,0.933333,0.903226,0.74509,0,0,1,medium,present,hurricane-matthew_00000324_pre_disaster.png,hurricane-matthew_00000324_pre_disaster_target.png
hurricane-matthew_00000325,26,24,17,9,7,0.653846,0.708333,0.68,0.710059,0,1,2,medium,present,hurricane-matthew_00000325_pre_disaster.png,hurricane-matthew_00000325_pre_disaster_target.png
hurricane-matthew_00000337,1,1,1,0,0,1.0,1.0,1.0,0.571429,0,0,0,sparse,present,hurricane-matthew_00000337_pre_disaster.png,hurricane-matthew_00000337_pre_disaster_target.png
hurricane-matthew_00000340,4,5,3,1,2,0.75,0.6,0.666667,0.782572,0,0,-1,medium,present,hurricane-matthew_00000340_pre_disaster.png,hurricane-matthew_00000340_pre_disaster_target.png
hurricane-matthew_00000345,436,471,210,226,261,0.481651,0.44586,0.463065,0.682619,49,27,-35,dense,present,hurricane-matthew_00000345_pre_disaster.png,hurricane-matthew_00000345_pre_disaster_target.png
